315	11.1722
300	10.6402
318	11.2786
284	10.0727
300	10.6402
322	11.4205
347	12.3071
293	10.3919
327	11.5978
317	11.2431
300	10.6402
324	11.4914
318	11.2786
311	11.0303
312	11.0658
311	11.0303
315	11.1722
306	10.853
299	10.6047
318	11.2786
302	10.7111
307	10.8885
301	10.6757
311	11.0303
319	11.3141
327	11.5978
313	11.1013
316	11.2077
295	10.4628
309	10.9594
323	11.4559
316	11.2077
298	10.5692
346	12.2717
327	11.5978
300	10.6402
328	11.6333
292	10.3564
297	10.5338
356	12.6264
343	12.1653
283	10.0372
320	11.3495
315	11.1722
318	11.2786
330	11.7042
289	10.25
325	11.5269
316	11.2077
309	10.9594
322	11.4205
298	10.5692
299	10.6047
270	9.57617
333	11.8106
301	10.6757
317	11.2431
304	10.7821
303	10.7466
316	11.2077
277	9.82444
303	10.7466
340	12.0589
322	11.4205
296	10.4983
310	10.9949
319	11.3141
289	10.25
331	11.7397
304	10.7821
300	10.6402
312	11.0658
300	10.6402
303	10.7466
305	10.8175
325	11.5269
320	11.3495
314	11.1367
324	11.4914
293	10.3919
302	10.7111
328	11.6333
290	10.2855
295	10.4628
317	11.2431
346	12.2717
293	10.3919
301	10.6757
306	10.853
291	10.321
301	10.6757
311	11.0303
314	11.1367
290	10.2855
292	10.3564
314	11.1367
300	10.6402
302	10.7111
338	11.9879
299	10.6047
333	11.8106
327	11.5978
324	11.4914
289	10.25
290	10.2855
325	11.5269
315	11.1722
274	9.71804
304	10.7821
308	10.9239
301	10.6757
301	10.6757
319	11.3141
280	9.93084
298	10.5692
319	11.3141
297	10.5338
338	11.9879
323	11.4559
320	11.3495
309	10.9594
296	10.4983
314	11.1367
293	10.3919
296	10.4983
312	11.0658
292	10.3564
300	10.6402
316	11.2077
292	10.3564
330	11.7042
330	11.7042
304	10.7821
316	11.2077
311	11.0303
337	11.9525
329	11.6687
317	11.2431
327	11.5978
313	11.1013
313	11.1013
304	10.7821
297	10.5338
309	10.9594
329	11.6687
316	11.2077
271	9.61163
278	9.8599
340	12.0589
285	10.1082
302	10.7111
336	11.917
327	11.5978
297	10.5338
339	12.0234
291	10.321
311	11.0303
321	11.385
304	10.7821
307	10.8885
321	11.385
329	11.6687
289	10.25
281	9.96631
309	10.9594
309	10.9594
312	11.0658
316	11.2077
309	10.9594
298	10.5692
304	10.7821
307	10.8885
292	10.3564
336	11.917
329	11.6687
299	10.6047
314	11.1367
290	10.2855
328	11.6333
301	10.6757
335	11.8815
308	10.9239
301	10.6757
294	10.4274
299	10.6047
305	10.8175
324	11.4914
306	10.853
301	10.6757
320	11.3495
323	11.4559
310	10.9949
315	11.1722
331	11.7397
295	10.4628
313	11.1013
320	11.3495
301	10.6757
328	11.6333
332	11.7751
311	11.0303
310	10.9949
311	11.0303
306	10.853
299	10.6047
319	11.3141
301	10.6757
295	10.4628
293	10.3919
323	11.4559
271	9.61163
295	10.4628
329	11.6687
308	10.9239
308	10.9239
319	11.3141
318	11.2786
308	10.9239
312	11.0658
329	11.6687
301	10.6757
345	12.2362
291	10.321
317	11.2431
311	11.0303
297	10.5338
325	11.5269
305	10.8175
327	11.5978
300	10.6402
322	11.4205
341	12.0943
340	12.0589
298	10.5692
324	11.4914
316	11.2077
302	10.7111
313	11.1013
322	11.4205
281	9.96631
283	10.0372
310	10.9949
309	10.9594
316	11.2077
294	10.4274
298	10.5692
292	10.3564
297	10.5338
278	9.8599
317	11.2431
306	10.853
329	11.6687
302	10.7111
300	10.6402
332	11.7751
313	11.1013
300	10.6402
307	10.8885
305	10.8175
314	11.1367
287	10.1791
316	11.2077
316	11.2077
306	10.853
297	10.5338
293	10.3919
306	10.853
320	11.3495
297	10.5338
313	11.1013
300	10.6402
346	12.2717
296	10.4983
327	11.5978
297	10.5338
315	11.1722
317	11.2431
317	11.2431
298	10.5692
330	11.7042
312	11.0658
320	11.3495
306	10.853
311	11.0303
319	11.3141
314	11.1367
297	10.5338
319	11.3141
315	11.1722
275	9.7535
331	11.7397
335	11.8815
304	10.7821
310	10.9949
309	10.9594
330	11.7042
283	10.0372
302	10.7111
303	10.7466
322	11.4205
325	11.5269
336	11.917
314	11.1367
317	11.2431
293	10.3919
329	11.6687
319	11.3141
339	12.0234
305	10.8175
329	11.6687
295	10.4628
305	10.8175
309	10.9594
305	10.8175
301	10.6757
309	10.9594
306	10.853
317	11.2431
324	11.4914
283	10.0372
293	10.3919
338	11.9879
310	10.9949
304	10.7821
322	11.4205
319	11.3141
342	12.1298
304	10.7821
320	11.3495
322	11.4205
321	11.385
330	11.7042
295	10.4628
304	10.7821
339	12.0234
317	11.2431
311	11.0303
286	10.1436
316	11.2077
308	10.9239
327	11.5978
320	11.3495
326	11.5623
327	11.5978
339	12.0234
317	11.2431
322	11.4205
298	10.5692
277	9.82444
286	10.1436
308	10.9239
302	10.7111
301	10.6757
279	9.89537
318	11.2786
324	11.4914
280	9.93084
301	10.6757
297	10.5338
308	10.9239
294	10.4274
322	11.4205
308	10.9239
313	11.1013
283	10.0372
315	11.1722
301	10.6757
315	11.1722
319	11.3141
284	10.0727
304	10.7821
319	11.3141
308	10.9239
320	11.3495
347	12.3071
299	10.6047
323	11.4559
322	11.4205
310	10.9949
294	10.4274
313	11.1013
278	9.8599
298	10.5692
292	10.3564
329	11.6687
316	11.2077
309	10.9594
307	10.8885
306	10.853
328	11.6333
318	11.2786
306	10.853
327	11.5978
333	11.8106
326	11.5623
330	11.7042
317	11.2431
298	10.5692
287	10.1791
315	11.1722
320	11.3495
298	10.5692
317	11.2431
293	10.3919
332	11.7751
302	10.7111
310	10.9949
286	10.1436
257	9.11509
312	11.0658
319	11.3141
296	10.4983
344	12.2007
297	10.5338
306	10.853
288	10.2146
325	11.5269
337	11.9525
314	11.1367
278	9.8599
279	9.89537
330	11.7042
339	12.0234
303	10.7466
324	11.4914
349	12.3781
304	10.7821
328	11.6333
319	11.3141
312	11.0658
289	10.25
314	11.1367
331	11.7397
320	11.3495
316	11.2077
306	10.853
310	10.9949
316	11.2077
314	11.1367
324	11.4914
321	11.385
324	11.4914
301	10.6757
306	10.853
298	10.5692
327	11.5978
323	11.4559
311	11.0303
280	9.93084
329	11.6687
318	11.2786
292	10.3564
325	11.5269
290	10.2855
331	11.7397
336	11.917
321	11.385
303	10.7466
281	9.96631
313	11.1013
336	11.917
319	11.3141
326	11.5623
326	11.5623
323	11.4559
324	11.4914
316	11.2077
302	10.7111
313	11.1013
321	11.385
302	10.7111
322	11.4205
297	10.5338
282	10.0018
303	10.7466
296	10.4983
317	11.2431
331	11.7397
303	10.7466
314	11.1367
311	11.0303
309	10.9594
307	10.8885
314	11.1367
305	10.8175
304	10.7821
322	11.4205
302	10.7111
316	11.2077
336	11.917
319	11.3141
313	11.1013
325	11.5269
316	11.2077
297	10.5338
289	10.25
305	10.8175
306	10.853
323	11.4559
305	10.8175
296	10.4983
317	11.2431
326	11.5623
336	11.917
310	10.9949
301	10.6757
301	10.6757
313	11.1013
339	12.0234
292	10.3564
310	10.9949
312	11.0658
336	11.917
328	11.6333
320	11.3495
329	11.6687
304	10.7821
296	10.4983
304	10.7821
313	11.1013
318	11.2786
324	11.4914
300	10.6402
291	10.321
299	10.6047
310	10.9949
312	11.0658
320	11.3495
334	11.8461
342	12.1298
327	11.5978
314	11.1367
299	10.6047
307	10.8885
295	10.4628
285	10.1082
327	11.5978
308	10.9239
297	10.5338
298	10.5692
318	11.2786
309	10.9594
293	10.3919
304	10.7821
310	10.9949
262	9.29243
321	11.385
290	10.2855
322	11.4205
308	10.9239
291	10.321
294	10.4274
315	11.1722
299	10.6047
301	10.6757
307	10.8885
293	10.3919
292	10.3564
321	11.385
294	10.4274
311	11.0303
298	10.5692
299	10.6047
302	10.7111
280	9.93084
325	11.5269
329	11.6687
323	11.4559
327	11.5978
323	11.4559
307	10.8885
311	11.0303
279	9.89537
270	9.57617
317	11.2431
321	11.385
291	10.321
317	11.2431
292	10.3564
317	11.2431
311	11.0303
306	10.853
314	11.1367
310	10.9949
326	11.5623
295	10.4628
316	11.2077
317	11.2431
306	10.853
296	10.4983
319	11.3141
329	11.6687
314	11.1367
296	10.4983
300	10.6402
328	11.6333
305	10.8175
315	11.1722
287	10.1791
302	10.7111
323	11.4559
327	11.5978
315	11.1722
326	11.5623
296	10.4983
301	10.6757
311	11.0303
320	11.3495
290	10.2855
304	10.7821
302	10.7111
302	10.7111
289	10.25
299	10.6047
333	11.8106
297	10.5338
281	9.96631
300	10.6402
309	10.9594
332	11.7751
310	10.9949
315	11.1722
320	11.3495
295	10.4628
330	11.7042
336	11.917
283	10.0372
312	11.0658
302	10.7111
309	10.9594
288	10.2146
321	11.385
272	9.6471
292	10.3564
310	10.9949
311	11.0303
286	10.1436
327	11.5978
291	10.321
315	11.1722
291	10.321
277	9.82444
328	11.6333
307	10.8885
300	10.6402
296	10.4983
339	12.0234
302	10.7111
302	10.7111
311	11.0303
276	9.78897
319	11.3141
324	11.4914
297	10.5338
334	11.8461
315	11.1722
304	10.7821
310	10.9949
314	11.1367
320	11.3495
320	11.3495
283	10.0372
307	10.8885
319	11.3141
316	11.2077
293	10.3919
317	11.2431
294	10.4274
302	10.7111
281	9.96631
328	11.6333
308	10.9239
321	11.385
312	11.0658
310	10.9949
320	11.3495
293	10.3919
287	10.1791
326	11.5623
318	11.2786
306	10.853
300	10.6402
313	11.1013
299	10.6047
339	12.0234
299	10.6047
294	10.4274
308	10.9239
287	10.1791
323	11.4559
332	11.7751
326	11.5623
336	11.917
328	11.6333
306	10.853
312	11.0658
301	10.6757
318	11.2786
323	11.4559
305	10.8175
300	10.6402
323	11.4559
326	11.5623
297	10.5338
306	10.853
323	11.4559
308	10.9239
291	10.321
308	10.9239
324	11.4914
323	11.4559
314	11.1367
323	11.4559
318	11.2786
311	11.0303
329	11.6687
311	11.0303
303	10.7466
302	10.7111
299	10.6047
326	11.5623
308	10.9239
338	11.9879
316	11.2077
302	10.7111
321	11.385
325	11.5269
293	10.3919
299	10.6047
337	11.9525
313	11.1013
299	10.6047
303	10.7466
296	10.4983
300	10.6402
297	10.5338
307	10.8885
289	10.25
304	10.7821
297	10.5338
312	11.0658
317	11.2431
289	10.25
310	10.9949
314	11.1367
312	11.0658
306	10.853
327	11.5978
318	11.2786
313	11.1013
294	10.4274
295	10.4628
314	11.1367
330	11.7042
309	10.9594
297	10.5338
290	10.2855
290	10.2855
331	11.7397
331	11.7397
307	10.8885
294	10.4274
290	10.2855
312	11.0658
324	11.4914
296	10.4983
313	11.1013
282	10.0018
320	11.3495
306	10.853
319	11.3141
318	11.2786
299	10.6047
296	10.4983
305	10.8175
326	11.5623
319	11.3141
289	10.25
314	11.1367
311	11.0303
326	11.5623
312	11.0658
324	11.4914
281	9.96631
316	11.2077
295	10.4628
314	11.1367
316	11.2077
319	11.3141
308	10.9239
295	10.4628
313	11.1013
295	10.4628
314	11.1367
294	10.4274
316	11.2077
303	10.7466
316	11.2077
332	11.7751
332	11.7751
296	10.4983
319	11.3141
301	10.6757
297	10.5338
315	11.1722
299	10.6047
298	10.5692
324	11.4914
304	10.7821
299	10.6047
314	11.1367
345	12.2362
292	10.3564
305	10.8175
296	10.4983
321	11.385
292	10.3564
304	10.7821
301	10.6757
309	10.9594
297	10.5338
303	10.7466
310	10.9949
294	10.4274
297	10.5338
285	10.1082
330	11.7042
325	11.5269
321	11.385
316	11.2077
300	10.6402
294	10.4274
286	10.1436
324	11.4914
291	10.321
303	10.7466
328	11.6333
290	10.2855
324	11.4914
270	9.57617
317	11.2431
307	10.8885
311	11.0303
293	10.3919
307	10.8885
285	10.1082
278	9.8599
332	11.7751
313	11.1013
312	11.0658
294	10.4274
307	10.8885
312	11.0658
298	10.5692
291	10.321
297	10.5338
283	10.0372
325	11.5269
291	10.321
300	10.6402
326	11.5623
320	11.3495
319	11.3141
319	11.3141
305	10.8175
305	10.8175
290	10.2855
334	11.8461
314	11.1367
288	10.2146
312	11.0658
312	11.0658
311	11.0303
310	10.9949
312	11.0658
309	10.9594
335	11.8815
296	10.4983
303	10.7466
311	11.0303
292	10.3564
341	12.0943
302	10.7111
315	11.1722
332	11.7751
327	11.5978
318	11.2786
321	11.385
305	10.8175
323	11.4559
326	11.5623
314	11.1367
315	11.1722
293	10.3919
322	11.4205
286	10.1436
286	10.1436
296	10.4983
301	10.6757
326	11.5623
318	11.2786
323	11.4559
323	11.4559
298	10.5692
301	10.6757
311	11.0303
328	11.6333
338	11.9879
310	10.9949
306	10.853
293	10.3919
327	11.5978
320	11.3495
313	11.1013
302	10.7111
327	11.5978
277	9.82444
290	10.2855
343	12.1653
313	11.1013
305	10.8175
305	10.8175
358	12.6973
321	11.385
279	9.89537
326	11.5623
291	10.321
340	12.0589
304	10.7821
302	10.7111
326	11.5623
307	10.8885
308	10.9239
290	10.2855
305	10.8175
308	10.9239
331	11.7397
313	11.1013
330	11.7042
328	11.6333
304	10.7821
318	11.2786
307	10.8885
324	11.4914
313	11.1013
311	11.0303
319	11.3141
318	11.2786
267	9.46976
318	11.2786
321	11.385
307	10.8885
317	11.2431
305	10.8175
316	11.2077
298	10.5692
291	10.321
313	11.1013
331	11.7397
294	10.4274
290	10.2855
316	11.2077
315	11.1722
304	10.7821
278	9.8599
325	11.5269
311	11.0303
319	11.3141
325	11.5269
307	10.8885
301	10.6757
299	10.6047
315	11.1722
331	11.7397
321	11.385
313	11.1013
326	11.5623
322	11.4205
303	10.7466
343	12.1653
295	10.4628
315	11.1722
302	10.7111
317	11.2431
303	10.7466
300	10.6402
350	12.4135
279	9.89537
306	10.853
298	10.5692
325	11.5269
299	10.6047
318	11.2786
309	10.9594
316	11.2077
301	10.6757
302	10.7111
306	10.853
299	10.6047
326	11.5623
